번호,제목,요약,원본링크,네이버뉴스링크,게시일
148,"[데스크칼럼] 골목상권, 대기업 아닌 경쟁력이 문제다",서울 서대문구 홍은동 포방터시장의 돈까스 <b>맛집</b> '연돈'은 이날 영업을 마지막으로 제주도로 이전했다. 주변... <b>부산 서면</b>시장의 청년몰 '온나(ONNA)'의 경우 기존 상인들과의 지속된 갈등에 18개 점포 중 절반이상이... ,https://www.paxnetnews.com/articles/70797,https://www.paxnetnews.com/articles/70797,2021-02-11 08:21:00
149,"청년과, 나누다 &lt;3&gt; 이욱기 BK컴퍼니 대표",지원2008년 <b>부산 서면</b>의 23㎡(7평)짜리 매장에서 시작. 2019년 음료업계 브랜드 중 매장당 매출 2위 기록. 현재는... 그러던 중 국내에도 버블티 바람이 불면서 아마스빈은 ‘줄 서서 먹는 <b>맛집</b>’이 됐다.이런 경험 때문인지 이... ,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20210118.22006004322,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20210118.22006004322,2021-01-18 00:09:00
150,유명 <b>맛집</b> 음식을 집에서… “참~ 쉽죠잉”,"코로나로 집에서 미식 즐기는 소비자 늘어 <b>부산</b> 롯데百 다양한 간편식 대거 선봬 ‘석화연 양대창’‘장미회관 빼가지구이’까지 이마트, 조선호텔 유니짜장·짬뽕 내놔 <b>부산 서면 맛집</b>인 ‘석화연’의 양곱창 양념구이.... ",http://www.busan.com/view/busan/view.php?code=2021010418132759247,https://n.news.naver.com/mnews/article/082/0001057119?sid=101,2021-01-04 18:27:00
151,"곳곳에 임대·점포정리, 빚만 늘어가는 대구 동성로...&quot;새해에는 제발&quot;","동성로 3길에 10여 개의 <b>맛집</b>이 모여 있는 것으로 유명한 골목도 행인들이 좁은 통로를 오갈뿐 식당 내부로... <b>부산 서면</b>은 1.6%, 남포동 0.7%가 증가했고 인천 계양구도 <b>2</b>.4% 증가하면서 전국적으로 1%~5% 사이의 증가폭을... ",http://www.pn.or.kr/news/articleView.html?idxno=18487,http://www.pn.or.kr/news/articleView.html?idxno=18487,2020-12-31 11:44:00
152,[안병익의 식신 <b>맛집</b>] &quot;올해도 정말 수고 많았어&quot; 우리를 위로하는 따뜻...,"올 한 해 서로 수고했다는 의미를 담아, 꽁꽁 얼어붙은 우리의 마음을 위로해 줄 국밥 신흥강자 <b>맛집</b> BEST 5를... 쌍둥이돼지국밥, <b>부산 서면</b> 송정3대국밥, 해운대 형제전통돼지국밥, <b>부산</b> 범일 50년전통할매국밥, 영도... ",http://www.enewstoday.co.kr/news/articleView.html?idxno=1439149,http://www.enewstoday.co.kr/news/articleView.html?idxno=1439149,2020-12-26 00:05:00
153,일부 3단계 방역수칙 적용한 <b>부산</b>의 밤거리는 지금?,지난 2일 밤 9시께 <b>부산</b>의 번화가인 경성대·부경대 역 앞 골목. 식당과 <b>맛집</b>들이 즐비해 코로나 사태 이전... 방문하는 <b>부산</b>진구 <b>서면</b> 일대를 돌며 수험생들의 귀가를 독려했다. <b>부산</b>시가 방역 조처를 이례적으로 강화한... ,http://www.hani.co.kr/arti/area/area_general/972722.html,https://n.news.naver.com/mnews/article/028/0002522826?sid=102,2020-12-03 19:01:00
154,“이건 무조건 먹어야 한다...” 당신의 ‘인생 갈비탕’은?,"12월 1일부터 14일까지, 2주간 갈비탕 <b>맛집</b>으로 유명한 6곳의 한식당에서 진행되는 ‘2020 갈비탕 위크’가... 사미헌사미헌은 숙련된 전문 인력과 최고의 식재료를 고집하는 명소로 꼽히는 <b>부산 서면</b>에 위치한 20년 전통의... ",https://www.wikitree.co.kr/articles/596733,https://www.wikitree.co.kr/articles/596733,2020-12-02 11:01:00
155,"지역 백화점 업계, 식품관 강화로 활로 찾는다","식품관 리뉴얼, 유명 <b>맛집</b> 입점 등 통해 지역 랜드마크화 이커머스로 빼앗긴 고객 다시금 불러 모으려는... 쉐이크쉑 대전점은 전국에서 14번째로 들어서는 쉐이크쉑 매장이며, 비수도권 지역에서는 <b>부산 서면</b>점, 대구... ",http://www.ajunews.com/view/20201108104240126,http://www.ajunews.com/view/20201108104240126,2020-11-08 14:26:00
156,"[안병익의 식신 <b>맛집</b>] 켜켜이 쌓인 신선한 재료가 만든 환상의 하모니,...","심플하지만 호사스러운 한 끼를 책임져 주는 샌드위치 신흥 <b>맛집</b> BEST 5를 만나보자. 샌드위치 <b>맛집</b>으로는... 괜스레, <b>부산 서면</b> 도토리샌드, 대전 도마동 어반멜로우, 인천 구월동 빌라인아파트, 경주 노르딕, 전주... ",http://www.enewstoday.co.kr/news/articleView.html?idxno=1426184,http://www.enewstoday.co.kr/news/articleView.html?idxno=1426184,2020-11-07 00:05:00
157,불황 극복 나선 백화점 '<b>맛집</b>' 돌파구 찾았다,"쉐이크쉑 대전점 입점으로 갤러리아타임월드는 <b>맛집</b> 성지로서의 입지를 견고히 다진다는 방침이다.대전점은 <b>부산 서면</b>점과, 대구 동성로점에 이은 3번째 비수도권 매장이다.쉐이크쉑은 1호점(강남점) 오픈 당시 전 세계... ",http://www.cctoday.co.kr/news/articleView.html?idxno=2104318,http://www.cctoday.co.kr/news/articleView.html?idxno=2104318,2020-11-05 20:14:00
158,"'생방송투데이' 리얼<b>맛집</b> 아이스 삼층육탑(물갈비), 오천만의메뉴 무쇠...",-위치: 서울 관악구 관악로14길 89 [리얼 <b>맛집</b>] ■ <b>부산</b>양옥 <b>부산 서면</b> 핫 플레이스로 요리주점이다. 대표메뉴 양옥 물갈비(대) 3만5000원이다. 오후 5시 오픈. -위치: <b>부산</b> <b>부산</b>진구 서전로10번길 16 다양한 전국 여행... ,http://www.g-enews.com/ko-kr/news/article/news_all/202011041647535969c4c55f9b3d_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/202011041647535969c4c55f9b3d_1/article.html,2020-11-04 19:02:00
159,"&quot;유명 <b>맛집</b>, e커머스로 들어왔다&quot;",그중에서도 <b>부산</b>의 유명 <b>맛집</b>인 '사미헌'은 마켓컬리 베스트셀러 톱3에 꾸준히 오르고 있다. 이달 기준으로 가장 많은 판매량을 보인 상품이기도 하다. 사미헌은 <b>부산 서면</b>문화로 거리에서 18년째 운영 중인 대표적인... ,http://www.fnnews.com/news/202011031742253088,https://n.news.naver.com/mnews/article/014/0004522374?sid=101,2020-11-03 17:42:00
160,<b>부산</b> ‘찐’로컬이 추천하는 삼시세끼,<b>부산</b>에서 나고 자란 로컬들이 뽑은 로컬푸드를 소개한다. 여행자들에게 필요한 최고의 <b>맛집</b> 가이드다. 아침... 주소 <b>부산</b>시 <b>부산</b>진구 <b>서면</b>문화로 48-1 영업시간 매일 10:00~21:30 저녁 울산식육식당 열전도가 미쳐버리는... ,https://www.gqkorea.co.kr/2020/11/03/%eb%b6%80%ec%82%b0-%ec%b0%90%eb%a1%9c%ec%bb%ac%ec%9d%b4-%ec%b6%94%ec%b2%9c%ed%95%98%eb%8a%94-%ec%82%bc%ec%8b%9c%ec%84%b8%eb%81%bc/?utm_source=naver&utm_medium=partnership,https://www.gqkorea.co.kr/2020/11/03/%eb%b6%80%ec%82%b0-%ec%b0%90%eb%a1%9c%ec%bb%ac%ec%9d%b4-%ec%b6%94%ec%b2%9c%ed%95%98%eb%8a%94-%ec%82%bc%ec%8b%9c%ec%84%b8%eb%81%bc/?utm_source=naver&utm_medium=partnership,2020-11-03 13:55:00
161,갤러리아타임월드 `쉐이크쉑' 상륙,"대전점은 <b>부산 서면</b>점과, 대구 동성로점에 이은 3번째 비수도권 매장으로 11월 오픈 예정이다. `쉐이크쉑... 갤러리아타임월드는 `쉐이크쉑' 을 입점시킴으로써 미식가들의 핫플레이스라고 불리는 <b>맛집</b> 성지로서의... ",http://www.cctimes.kr/news/articleView.html?idxno=631903,http://www.cctimes.kr/news/articleView.html?idxno=631903,2020-10-25 20:25:00
162,한화갤러리아타임월드에 중부권 최초 프리미엄 버거 '쉐이크쉑(shake sha...,"대전점은 <b>부산 서면</b>점과, 대구 동성로점에 이은 3번째 비수도권 매장으로 11월 오픈 예정이다. '쉐이크쉑... 갤러리아타임월드는 '쉐이크쉑'을 입점시킴으로써 미식가들의 핫플레이스라고 불리는 <b>맛집</b> 성지로서의... ",http://www.ggilbo.com/news/articleView.html?idxno=804516,http://www.ggilbo.com/news/articleView.html?idxno=804516,2020-10-25 14:15:00
163,"한화갤러리아타임월드, 프리미엄 버거 '쉐이크쉑(shake shack)' 상륙","국내에는 2016년 강남점을 시작으로 수도권 내 11개의 매장을 운영하고 있으며 비수도권은 <b>부산 서면</b>점과... 대전지역 <b>맛집</b>으로 소문난 오한순손수제비, 대선칼국수 등 전국의 유명 <b>맛집</b> 30여개 브랜드들이 입점해... ",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1444633,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1444633,2020-10-25 12:29:00
164,갤러리아타임월드 프리미엄 버거 '쉐이크쉑' 11월 오픈,갤러리아타임월드 입점은 <b>부산 서면</b>점과 대구 동성로점에 이은 3번째 비수도권 매장이다. 오픈은 11월이다.... 한편 갤러리아타임월드는 쉐이크쉑 입점으로 미식가들의 핫플레이스로 불리는 <b>맛집</b> 성지로서의 입지를... ,http://www.joongdo.co.kr/web/view.php?key=20201025010006359,http://www.joongdo.co.kr/web/view.php?key=20201025010006359,2020-10-25 08:40:00
165,[안병익의 식신 <b>맛집</b>] 숯불에서 노릇하게 은은한 풍미가 일품인 닭 특수...,"<b>부산 서면</b> 토리고야패밀리춘일, <b>부산</b> 전포카페거리 야타이미세, 이태원 야키토리고우, 신촌 이대 대전해장국, 문래 문화예술촌 준무, 분당 서현 잔잔, 신논현 히까루 등이 유명하다. 전국 숯불닭갈비 <b>맛집</b>으로는 서울... ",http://www.enewstoday.co.kr/news/articleView.html?idxno=1421226,http://www.enewstoday.co.kr/news/articleView.html?idxno=1421226,2020-10-17 00:05:00
166,식당 ‘개 진상’ 손님 막을 방법 있을까,"제가 인터넷을 할 줄 몰라서요.” <b>부산</b> 진구 <b>서면</b>의 한 식당을 운영하는 할머니의 반응이다. 자신의 가게에서... 저렴하면서 음식솜씨가 좋아 <b>맛집</b> 소리를 듣는 가게다. 그런데 이 유튜버가 찾은 날, 다른 테이블의 손님이... ",https://www.khan.co.kr/article/202009270757011,https://n.news.naver.com/mnews/article/032/0003034563?sid=102,2020-09-27 07:57:00
167,[성지순례] <b>부산</b> 남포동 헐리우드 자리에 생긴 게임디 지점,"특히 댄스 댄스 레볼루션의 경우 이전까진 <b>부산</b>에 <b>서면</b> 삼보 게임랜드와 경성대 게임디 단 두 군데에만... 근처 <b>맛집 2</b>. 물 없이 무의 수분으로만 만드는, 이가네 3대천왕 떡볶이 남포동 일대는 <b>부산</b>에서 가장 큰 시장인... ",https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1644290,https://m.sports.naver.com/esports/article/356/0000042472,2020-09-16 17:36:00
168,[르포] 'NC신구로점' 오픈 첫 주말…활기 되찾은 상권,"푸드카페 ‘오이츠(O’eats)’와 유명 <b>맛집</b>을 모은 ’델리그라운드‘를 배치했다. NC신구로점은 이랜드에서... 앞서 이랜드는 서울 불광이나 경기 부천, <b>부산 서면</b> 등에서 이전 업체가 부진을 겪고 떠난 자리에 들어가... ",http://sports.hankooki.com/lpage/economy/202009/sp20200914155142136980.htm?s_ref=nv,http://sports.hankooki.com/lpage/economy/202009/sp20200914155142136980.htm?s_ref=nv,2020-09-14 15:56:00
169,"자영업 붕괴, &amp;apos;언제까지 버틸는지...&amp;apos;",<b>부산</b>은 <b>2</b>.5단계 격상은 피해갔지만 자영업자들의 고통은 여전합니다 음식점들이 즐비한 <b>부산 서면</b>입니다.... &quot;} 2대를 이어 운영하며 백년가게에 선정되기도 한 이 <b>맛집</b>은 최대 위기를 맞았습니다. 손님이 70% 가까이... ,http://news.knn.co.kr/news/todaynews_read.asp?etime=2020083100057&userid=yoon&newsgubun=society,http://news.knn.co.kr/news/todaynews_read.asp?etime=2020083100057&userid=yoon&newsgubun=society,2020-08-31 20:46:00
170,"<b>맛집</b> 찾아 떠나는 여름휴가, 올해는 백화점·마트로 가자","신세계 센텀시티 역시 7, 8월 유기농 밀크·요거트 아이스크림 ‘밀키’, 동유럽 디저트 빵 ‘뜨르들로’, <b>부산 서면</b> 샌드위치 <b>맛집</b> ‘도토리샌드’ 등 디저트 팝업매장 3곳을 열었다.■전국 <b>맛집</b>, 집에서 즐긴다이마트는... ",http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20200814.22012004469,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20200814.22012004469,2020-08-14 00:08:00
171,1인 소자본창업 아이템 ‘엘리펀트피자’ 경쟁력 갖춰 체인점 창업 문의...,"대구본리점, <b>부산서면</b>점, 인천점등 잇따라 가맹점 개설을 예정중이다. 브랜드 관계자는 “기존... 또한 “최근 개설한 포항북구점은 여성사장님의 열정으로 배달어플 <b>맛집</b>랭킹 1위를 유지하고 있다”며 “맛의 성지... ",https://www.thepublic.kr/news/newsview.php?ncode=1065592124625781,https://www.thepublic.kr/news/newsview.php?ncode=1065592124625781,2020-07-29 14:51:00
172,1층서 과일·채소 팔아…백화점 문턱 낮추니 매출 '껑충',하지만 20~30대 젊은 층이 줄서서 먹는 <b>맛집</b>이라면 가리지 않고 입점을 권했다. 밀레니얼 세대가 와야 백화점의 미래가 있다고 봤다. 심지어 호떡집까지 들였다. 서울 홍대와 <b>부산 서면</b> 등에서 이름 난 ‘서울호떡’이다.... ,https://www.hankyung.com/economy/article/2020071948271,https://n.news.naver.com/mnews/article/015/0004383137?sid=101,2020-07-19 17:26:00
173,"SPC삼립, 에그슬럿 매장 오픈 임박… 신성장동력 장착","이곳은 관광객들 사이에서 꼭 방문해야 할 <b>맛집</b>으로 꼽힌다. 현지 미식가들 사이에서도 “파인다이닝 출신... 송도점·<b>부산서면</b>점·종각점, 올해 영등포 타임스퀘어·용산 아이파크몰 등을 오픈해 총 12개 지점을... ",http://www.ceoscoredaily.com/news/article.html?no=71177,http://www.ceoscoredaily.com/news/article.html?no=71177,2020-07-06 07:06:00
174,프랜차이즈 창업 브랜드 군자대한곱창 김해율하점 오픈,"군자본점, 방이점, <b>부산서면</b>점 등 3개의 직영매장을 운영하고 있어서, 오픈전 실제 직영매장에 투입해... 하지만 대한곱창의 경우 20~30대 여성들이 가장 많은 것은 특이할 만한 요소로, 전국민 <b>맛집</b> 아이템으로 자리잡고... ",http://www.mhns.co.kr/news/articleView.html?idxno=409883,http://www.mhns.co.kr/news/articleView.html?idxno=409883,2020-06-11 12:06:00
175,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","<b>서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가 새롭게 추가됐다. 또한 이전된 용인 세브란스 병원, 개통된 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점 더불어 전국 주유소, 충전소, <b>맛집</b>... ",http://www.technoa.co.kr/news/articleView.html?idxno=90800,http://www.technoa.co.kr/news/articleView.html?idxno=90800,2020-05-29 19:18:00
176,"팅크웨어, 아이나비 전자지도 업그레이드…전국 33개 도로정보 추가","특히 마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI, Point of Interest) 더불어 전국 주유소, 충전소, <b>맛집</b>... ",https://www.widedaily.com/news/articleView.html?idxno=202822,https://www.widedaily.com/news/articleView.html?idxno=202822,2020-05-29 10:54:00
177,"팅크웨어, 아이나비 전자지도 5월 업데이트 실시","여기엔 마산항~가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(Point of Interest)과 더불어 전국 주유소, 충전소, <b>맛집</b>... ",http://www.metroseoul.co.kr/article/20200529500011,http://www.metroseoul.co.kr/article/20200529500011,2020-05-29 09:42:00
178,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI) 더불어 전국 주유소, 충전소, <b>맛집</b>, 프랜차이즈... ",http://www.newsis.com/view/?id=NISX20200528_0001039786&cID=13001&pID=13000,https://n.news.naver.com/mnews/article/003/0009887040?sid=101,2020-05-28 22:14:00
